referrer_source,referrer_name,location_city,ua_form_factor,location_region,referrer_host,day,total_visitors,total_sessions,total_checkouts,total_carts,total_orders_placed
Social,Facebook,Bakersfield,Mobile,California,m.facebook.com,2023-09-27,1,1,0,0,0
Social,Instagram,Sao Jose do Rio Preto,Mobile,Sao Paulo,l.instagram.com,2023-08-19,1,1,0,0,0
Social,Facebook,Orlando,Mobile,Florida,m.facebook.com,2023-09-20,1,1,0,0,0
Social,Instagram,Cedar,Mobile,Minnesota,instagram.com,2023-09-01,1,1,0,0,0
Social,Facebook,Bakersfield,Mobile,California,m.facebook.com,2023-08-23,1,1,0,0,0
Social,Instagram,Nestleton Station,Mobile,Ontario,l.instagram.com,2023-08-12,1,1,0,0,0
Social,Facebook,Mason,Mobile,Ohio,m.facebook.com,2023-08-20,1,1,0,0,0
Social,Instagram,Haverhill,Mobile,Massachusetts,www.instagram.com,2023-09-09,1,1,0,0,0
Social,Facebook,Bakersfield,Mobile,California,l.facebook.com,2023-09-15,1,1,0,0,0
Social,Instagram,Oconomowoc,Mobile,Wisconsin,l.instagram.com,2023-08-11,1,1,0,0,0
Social,Facebook,Orlando,Mobile,Florida,m.facebook.com,2023-07-26,1,1,0,0,0
Social,Instagram,Park City,Mobile,Utah,l.instagram.com,2023-08-13,1,1,0,0,0
Social,Facebook,Bakersfield,Desktop,California,l.facebook.com,2023-07-07,1,1,1,1,0
Social,Instagram,Sherburne Center,Mobile,Vermont,l.instagram.com,2023-09-29,1,1,0,0,0
Social,Facebook,Parrish,Mobile,Florida,m.facebook.com,2023-08-22,1,1,0,0,0
Social,Instagram,Houghton Lake,Mobile,Michigan,l.instagram.com,2023-09-07,1,1,0,0,0
Social,Facebook,Littleton,Mobile,Colorado,m.facebook.com,2023-09-28,1,1,0,0,0
Social,Instagram,Shafter,Mobile,California,l.instagram.com,2023-07-18,1,1,0,0,0
Social,Facebook,Orlando,Mobile,Florida,m.facebook.com,2023-09-14,1,1,1,1,0
Social,Instagram,Los Gatos,Mobile,California,l.instagram.com,2023-07-27,1,1,0,0,0
Social,Facebook,Littleton,Mobile,Colorado,m.facebook.com,2023-08-17,1,1,0,0,0
Social,Instagram,Evans,Mobile,Georgia,l.instagram.com,2023-08-11,1,1,1,1,0
Social,Facebook,Camrose,Mobile,Alberta,m.facebook.com,2023-09-13,1,1,0,0,0
Social,Instagram,Missoula,Mobile,Montana,l.instagram.com,2023-08-17,1,1,0,0,0
Social,Facebook,Menen,Desktop,Flanders,l.facebook.com,2023-08-26,1,1,0,0,0
Social,Instagram,New Westminster,Desktop,British Columbia,l.instagram.com,2023-07-27,1,1,1,1,0
Social,Facebook,Orlando,Mobile,Florida,l.facebook.com,2023-07-15,1,1,0,0,0
Social,Instagram,New Westminster,Mobile,British Columbia,l.instagram.com,2023-08-17,1,1,0,0,0
Social,Facebook,Berea,Mobile,Kentucky,l.facebook.com,2023-08-07,1,1,0,0,0
Social,Instagram,Alden,Mobile,New York,instagram.com,2023-08-12,1,1,0,0,0
Social,Facebook,Pass Christian,Mobile,Mississippi,m.facebook.com,2023-08-23,1,1,0,0,0
Social,Instagram,Alden,Mobile,New York,instagram.com,2023-09-05,1,1,0,0,0
Social,Facebook,Dayton,Mobile,Ohio,l.facebook.com,2023-07-03,1,1,0,0,0
Social,Instagram,Prague,Mobile,Hlavni mesto Praha,l.instagram.com,2023-08-11,1,1,0,0,0
Social,Facebook,Orlando,Mobile,Florida,l.facebook.com,2023-09-24,1,1,0,0,0
Social,Instagram,Warwick,Mobile,Rhode Island,l.instagram.com,2023-08-22,1,1,0,0,0
Social,Facebook,Dayton,Mobile,Ohio,l.facebook.com,2023-07-27,1,1,0,0,0
Social,Instagram,Levittown,Mobile,Pennsylvania,l.instagram.com,2023-09-21,1,1,0,0,0
Social,Facebook,Aurora,Mobile,Colorado,l.facebook.com,2023-08-10,1,1,0,0,0
Social,Instagram,Levittown,Mobile,New York,l.instagram.com,2023-09-26,1,1,0,0,0
Social,Facebook,Dayton,Mobile,Ohio,l.facebook.com,2023-09-06,1,1,0,0,0
Social,Instagram,Levittown,Mobile,New York,l.instagram.com,2023-08-15,1,1,0,0,0
Social,Facebook,Orlando,Mobile,Florida,l.facebook.com,2023-07-13,1,1,0,0,0
Social,Instagram,Loudon,Mobile,Tennessee,l.instagram.com,2023-09-21,1,1,0,0,0
Social,Facebook,Dayton,Mobile,Ohio,l.facebook.com,2023-07-18,1,1,0,0,0
Social,Instagram,White Plains,Mobile,New York,l.instagram.com,2023-07-23,1,1,0,0,0
Social,Facebook,Quakertown,Mobile,Pennsylvania,m.facebook.com,2023-07-30,1,1,0,0,0
Social,Instagram,Shelburne,Mobile,Vermont,l.instagram.com,2023-07-16,1,1,1,1,0
Social,Facebook,Dayton,Mobile,Ohio,m.facebook.com,2023-07-20,1,1,0,0,0
Social,Instagram,Dover,Mobile,Delaware,l.instagram.com,2023-08-25,1,1,0,0,0
Social,Facebook,Rowlett,Mobile,Texas,m.facebook.com,2023-09-20,1,1,0,0,0
Social,Instagram,Dover,Mobile,Delaware,www.instagram.com,2023-08-24,1,1,0,0,0
Social,Facebook,Dayton,Mobile,Ohio,m.facebook.com,2023-08-03,1,1,0,0,0
Social,Instagram,São José dos Campos,Mobile,Sao Paulo,l.instagram.com,2023-08-04,1,1,0,0,0
Social,Facebook,Aurora,Mobile,Colorado,l.facebook.com,2023-09-09,1,1,0,0,0
Social,Instagram,Mexborough,Mobile,England,l.instagram.com,2023-07-13,1,1,0,0,0
Social,Facebook,New York,Mobile,New York,m.facebook.com,2023-08-09,1,1,0,0,0
Social,Instagram,Camrose,Mobile,Alberta,l.instagram.com,2023-08-07,1,1,0,0,0
Social,Facebook,Lisbon,Mobile,Ohio,lm.facebook.com,2023-07-13,1,1,0,0,0
Social,Instagram,Bend,Mobile,Oregon,l.instagram.com,2023-09-13,1,1,0,0,0
Social,Facebook,Dayton,Mobile,Ohio,m.facebook.com,2023-08-12,1,1,0,0,0
Social,Instagram,Prairie Grove,Desktop,Arkansas,l.instagram.com,2023-09-21,1,1,0,0,0
Social,Facebook,Pass Christian,Mobile,Mississippi,m.facebook.com,2023-09-20,1,1,0,0,0
Social,Instagram,Fairhope,Mobile,Alabama,l.instagram.com,2023-08-09,1,1,0,0,0
Social,Facebook,Dayton,Mobile,Ohio,m.facebook.com,2023-08-24,1,1,0,0,0
Social,Instagram,Newmarket,Mobile,New Hampshire,l.instagram.com,2023-07-01,1,1,0,0,0
Social,Facebook,Calhoun,Mobile,Georgia,m.facebook.com,2023-07-13,1,1,0,0,0
Social,Instagram,Yuba City,Mobile,California,www.instagram.com,2023-09-28,1,1,0,0,0
Social,Facebook,New York,Mobile,New York,m.facebook.com,2023-07-20,1,1,0,0,0
Social,Instagram,Yuba City,Mobile,California,l.instagram.com,2023-07-17,1,1,0,0,0
Social,Facebook,Aurora,Mobile,Colorado,m.facebook.com,2023-07-08,1,1,0,0,0
Social,Instagram,Middleburg,Mobile,Florida,l.instagram.com,2023-08-19,1,1,1,1,0
Social,Facebook,Dayton,Mobile,Ohio,m.facebook.com,2023-07-26,1,1,0,0,0
Social,Instagram,Palm Coast,Mobile,Florida,l.instagram.com,2023-08-10,1,1,0,0,0
Social,Facebook,Olympia,Mobile,Washington,m.facebook.com,2023-09-21,1,1,0,0,0
Social,Instagram,Palm Coast,Mobile,Florida,instagram.com,2023-09-01,1,1,0,0,0
Social,Facebook,Dayton,Mobile,Ohio,m.facebook.com,2023-07-25,1,1,0,0,0
Social,Instagram,Basildon,Mobile,England,l.instagram.com,2023-08-25,1,1,0,0,0
Social,Facebook,Devizes,Mobile,England,lm.facebook.com,2023-07-04,1,1,0,0,0
Social,Instagram,Ponte Vedra,Mobile,Florida,l.instagram.com,2023-08-19,1,1,0,0,0
Social,Facebook,Dayton,Desktop,Ohio,l.facebook.com,2023-07-28,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,l.facebook.com,2023-07-13,1,1,0,0,0
Social,Facebook,Olympia,Mobile,Washington,m.facebook.com,2023-07-25,1,1,0,1,0
Social,Instagram,Clearwater,Mobile,Florida,l.instagram.com,2023-09-14,1,1,1,0,1
Social,Facebook,New York,Mobile,New York,m.facebook.com,2023-09-04,1,1,0,0,0
Social,Instagram,Mohegan Lake,Mobile,New York,l.instagram.com,2023-07-07,1,1,0,1,0
Social,Facebook,Aurora,Mobile,Colorado,m.facebook.com,2023-07-29,1,1,0,0,0
Social,Instagram,Geneva,Mobile,New York,l.instagram.com,2023-09-27,1,1,1,1,0
Social,Facebook,Farmington,Mobile,New Mexico,l.facebook.com,2023-07-06,1,1,0,0,0
Social,Instagram,Geneva,Mobile,Illinois,instagram.com,2023-09-29,1,1,0,0,0
Social,Facebook,Olympia,Mobile,Washington,m.facebook.com,2023-09-12,1,1,0,0,0
Social,Instagram,Lewisville,Mobile,North Carolina,instagram.com,2023-07-14,1,1,0,0,0
Social,Facebook,Farmington,Mobile,New Mexico,m.facebook.com,2023-09-24,1,1,0,0,0
Social,Instagram,Petaling Jaya,Mobile,Selangor,l.instagram.com,2023-08-19,1,1,0,1,0
Social,Facebook,Pass Christian,Mobile,Mississippi,m.facebook.com,2023-07-30,1,1,0,0,0
Social,Instagram,Tooele,Mobile,Utah,l.instagram.com,2023-08-16,1,1,0,0,0
Social,Facebook,Farmington,Mobile,Missouri,m.facebook.com,2023-07-28,1,1,0,0,0
Social,Instagram,Écija,Mobile,Andalusia,l.instagram.com,2023-09-08,1,1,0,0,0
Social,Facebook,Olympia,Mobile,Washington,m.facebook.com,2023-09-28,1,1,0,0,0
Social,Instagram,Boise,Mobile,Idaho,l.instagram.com,2023-09-20,1,1,0,0,0
Social,Facebook,Farmington,Mobile,Arkansas,m.facebook.com,2023-09-12,1,1,0,0,0
Social,Instagram,Boise,Mobile,Idaho,l.instagram.com,2023-08-02,1,1,0,0,0
Social,Facebook,Aurora,Mobile,Colorado,m.facebook.com,2023-09-16,1,1,0,0,0
Social,Instagram,Boise,Mobile,Idaho,l.instagram.com,2023-09-03,1,1,0,0,0
Social,Facebook,Rapid City,Mobile,South Dakota,lm.facebook.com,2023-07-17,1,1,0,0,0
Social,Instagram,Bologna,Mobile,Emilia-Romagna,l.instagram.com,2023-07-19,1,1,0,0,0
Social,Facebook,Olympia,Mobile,Washington,l.facebook.com,2023-07-14,1,1,0,0,0
Social,Instagram,Wigan,Mobile,England,l.instagram.com,2023-08-02,1,1,0,0,0
Social,Facebook,Gillette,Mobile,Wyoming,lm.facebook.com,2023-07-10,1,1,0,0,0
Social,Instagram,Wigan,Mobile,England,l.instagram.com,2023-09-08,1,1,0,0,0
Social,Facebook,Amelia,Mobile,Ohio,l.facebook.com,2023-08-10,1,1,0,0,0
Social,Instagram,Abilene,Mobile,Texas,l.instagram.com,2023-08-05,1,1,0,0,0
Social,Facebook,Ortonville,Mobile,Minnesota,m.facebook.com,2023-07-24,1,1,0,0,0
Social,Instagram,Abilene,Mobile,Texas,l.instagram.com,2023-09-13,1,1,0,0,0
Social,Facebook,Maple Heights,Mobile,Ohio,m.facebook.com,2023-08-05,1,1,0,0,0
Social,Instagram,Abilene,Mobile,Texas,www.instagram.com,2023-09-08,1,1,0,0,0
Social,Facebook,Hays,Mobile,Kansas,m.facebook.com,2023-07-19,1,1,0,0,0
Social,Instagram,Plymouth,Mobile,Massachusetts,www.instagram.com,2023-07-08,1,1,0,0,0
Social,Facebook,Aurora,Mobile,Illinois,lm.facebook.com,2023-07-03,1,1,0,0,0
Social,Instagram,Plymouth,Mobile,Minnesota,l.instagram.com,2023-08-31,1,1,0,0,0
Social,Facebook,Hays,Mobile,Kansas,m.facebook.com,2023-08-17,1,1,0,0,0
Social,Instagram,Plymouth,Mobile,Minnesota,l.instagram.com,2023-07-17,1,1,0,0,0
Social,Facebook,Seal Beach,Mobile,California,m.facebook.com,2023-07-23,1,1,0,0,0
Social,Instagram,Plymouth,Mobile,England,l.instagram.com,2023-08-18,1,1,0,0,0
Social,Facebook,Hays,Mobile,Kansas,m.facebook.com,2023-08-22,1,1,0,0,0
Social,Instagram,Franklin,Mobile,Indiana,l.instagram.com,2023-09-13,1,1,0,0,0
Social,Facebook,Allentown,Mobile,Pennsylvania,m.facebook.com,2023-07-02,1,1,0,0,0
Social,Instagram,Franklin,Mobile,Tennessee,l.instagram.com,2023-09-26,1,1,0,0,0
Social,Facebook,West Bend,Mobile,Wisconsin,m.facebook.com,2023-08-19,1,1,0,0,0
Social,Instagram,Franklin,Mobile,Wisconsin,www.instagram.com,2023-07-14,1,1,0,0,0
Social,Facebook,Floral Park,Mobile,New York,l.facebook.com,2023-08-06,1,1,0,0,0
Social,Instagram,Santiago,Mobile,Santiago Metropolitan,l.instagram.com,2023-08-19,1,1,0,0,0
Social,Facebook,Chapin,Mobile,South Carolina,m.facebook.com,2023-07-14,1,1,0,0,0
Social,Instagram,Cleveland,Mobile,Ohio,instagram.com,2023-07-05,1,1,0,1,0
Social,Facebook,Aurora,Mobile,West Virginia,m.facebook.com,2023-08-13,1,1,0,0,0
Social,Instagram,Cleveland,Mobile,Ohio,l.instagram.com,2023-07-21,1,1,0,0,0
Social,Facebook,Lake Elsinore,Mobile,California,m.facebook.com,2023-08-15,1,1,0,0,0
Social,Instagram,Cleveland,Mobile,Ohio,l.instagram.com,2023-07-29,1,1,0,0,0
Social,Facebook,Charlottesville,Mobile,Virginia,m.facebook.com,2023-08-09,1,1,0,0,0
Social,Instagram,Cleveland,Mobile,Ohio,l.instagram.com,2023-07-20,1,1,0,0,0
Social,Facebook,Lake Elsinore,Mobile,California,m.facebook.com,2023-09-09,1,1,0,0,0
Social,Instagram,Cleveland,Mobile,Ohio,l.instagram.com,2023-08-24,1,1,0,0,0
Social,Facebook,Mobile,Mobile,Alabama,m.facebook.com,2023-09-13,1,1,0,0,0
Social,Instagram,Cleveland,Mobile,Ohio,l.instagram.com,2023-09-19,1,1,1,1,0
Social,Facebook,Page,Mobile,Arizona,m.facebook.com,2023-08-31,1,1,0,0,0
Social,Instagram,Cleveland,Mobile,Ohio,l.instagram.com,2023-09-20,1,1,0,0,0
Social,Facebook,Morganville,Mobile,New Jersey,m.facebook.com,2023-08-24,1,1,0,0,0
Social,Instagram,Cleveland,Mobile,Oklahoma,l.instagram.com,2023-09-27,1,1,1,1,1
Social,Facebook,Georgetown,Mobile,Texas,m.facebook.com,2023-07-14,1,1,0,0,0
Social,Instagram,Cleveland,Mobile,Oklahoma,instagram.com,2023-09-20,1,1,0,0,0
Social,Facebook,Alpena,Mobile,Michigan,m.facebook.com,2023-09-27,1,1,0,0,0
Social,Instagram,Cleveland,Mobile,Texas,l.instagram.com,2023-09-08,1,1,0,0,0
Social,Facebook,Georgetown,Mobile,Texas,l.facebook.com,2023-08-31,1,1,0,0,0
Social,Instagram,Lewiston,Mobile,Maine,instagram.com,2023-08-20,1,1,0,0,0
Social,Facebook,Morganville,Mobile,New Jersey,m.facebook.com,2023-08-21,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,l.facebook.com,2023-07-07,1,1,0,0,0
Social,Facebook,Georgetown,Mobile,Kentucky,m.facebook.com,2023-08-08,1,1,0,0,0
Social,Instagram,Brisbane,Mobile,Queensland,l.instagram.com,2023-08-02,1,1,1,1,0
Social,Facebook,Leeds,Mobile,Alabama,m.facebook.com,2023-09-24,1,1,0,0,0
Social,Instagram,Brisbane,Mobile,Queensland,l.instagram.com,2023-09-24,1,1,0,0,0
Social,Facebook,Saint Bernard,Mobile,Louisiana,l.facebook.com,2023-08-01,1,1,0,0,0
Social,Instagram,Brisbane,Mobile,Queensland,l.instagram.com,2023-08-12,1,1,0,0,0
Social,Facebook,Morganville,Mobile,New Jersey,m.facebook.com,2023-09-08,1,1,0,0,0
Social,Instagram,Brisbane,Mobile,Queensland,l.instagram.com,2023-09-20,1,1,0,0,0
Social,Facebook,Palm Bay,Mobile,Florida,m.facebook.com,2023-09-22,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,l.facebook.com,2023-08-05,1,1,0,0,0
Social,Facebook,Alpena,Mobile,Michigan,l.facebook.com,2023-07-06,1,1,0,0,0
Social,Instagram,Beaverton,Mobile,Oregon,l.instagram.com,2023-08-23,1,1,0,0,0
Social,Facebook,Palm Bay,Mobile,Florida,m.facebook.com,2023-07-10,1,1,0,0,0
Social,Instagram,Ovidiopol,Mobile,Odessa,l.instagram.com,2023-09-14,1,1,0,0,0
Social,Facebook,Morganville,Mobile,New Jersey,m.facebook.com,2023-08-29,1,1,0,0,0
Social,Instagram,Washington,Mobile,District of Columbia,l.instagram.com,2023-07-16,1,1,1,0,0
Social,Facebook,Palm Bay,Mobile,Florida,m.facebook.com,2023-08-10,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,l.facebook.com,2023-07-18,1,1,0,0,0
Social,Facebook,Hemet,Mobile,California,m.facebook.com,2023-08-31,1,1,0,0,0
Social,Instagram,Washington,Mobile,District of Columbia,l.instagram.com,2023-08-08,1,1,0,0,0
Social,Facebook,Cypress,Mobile,Texas,m.facebook.com,2023-08-10,1,1,1,1,0
Social,Instagram,Washington,Mobile,District of Columbia,l.instagram.com,2023-08-13,1,1,0,0,0
Social,Facebook,Basking Ridge,Mobile,New Jersey,lm.facebook.com,2023-09-03,1,1,0,0,0
Social,Instagram,Washington,Mobile,District of Columbia,l.instagram.com,2023-09-28,1,1,0,0,0
Social,Facebook,Cypress,Mobile,Texas,m.facebook.com,2023-08-28,1,1,0,0,0
Social,Instagram,Washington,Mobile,District of Columbia,l.instagram.com,2023-07-17,1,1,0,0,0
Social,Facebook,La Marque,Mobile,Texas,m.facebook.com,2023-09-28,1,1,0,0,0
Social,Instagram,Washington,Mobile,District of Columbia,l.instagram.com,2023-08-29,1,1,0,0,0
Social,Facebook,Cypress,Mobile,Texas,m.facebook.com,2023-09-08,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-09-01,1,1,0,0,0
Social,Facebook,Merrimack,Mobile,New Hampshire,m.facebook.com,2023-09-22,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-08-27,1,1,0,0,0
Social,Facebook,New York,Mobile,New York,m.facebook.com,2023-08-29,1,1,0,0,0
Social,Instagram,Washington,Mobile,District of Columbia,l.instagram.com,2023-07-13,1,1,0,0,0
Social,Facebook,Muncie,Mobile,Indiana,m.facebook.com,2023-08-05,1,1,0,0,0
Social,Instagram,Washington,Mobile,District of Columbia,l.instagram.com,2023-07-11,1,1,1,1,0
Social,Facebook,Cypress,Mobile,Texas,l.facebook.com,2023-07-22,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-07-03,1,1,0,0,0
Social,Facebook,Show Low,Mobile,Arizona,m.facebook.com,2023-09-23,1,1,0,1,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-08-20,1,1,1,1,0
Social,Facebook,Cypress,Mobile,California,m.facebook.com,2023-08-10,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-08-26,1,1,0,0,0
Social,Facebook,La Marque,Mobile,Texas,m.facebook.com,2023-09-27,1,1,0,0,0
Social,Instagram,Washington,Mobile,District of Columbia,l.instagram.com,2023-07-18,1,1,0,0,0
Social,Facebook,Revere,Mobile,Massachusetts,m.facebook.com,2023-09-25,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-08-12,1,1,0,0,0
Social,Facebook,Show Low,Mobile,Arizona,m.facebook.com,2023-07-13,1,1,1,0,0
Social,Instagram,Washington,Mobile,Louisiana,instagram.com,2023-09-07,1,1,1,0,0
Social,Facebook,Revere,Mobile,Massachusetts,m.facebook.com,2023-07-16,1,1,0,0,0
Social,Instagram,Regina,Mobile,Saskatchewan,l.instagram.com,2023-09-28,1,1,0,0,0
Social,Facebook,Vernal,Mobile,Utah,m.facebook.com,2023-08-17,1,1,0,0,0
Social,Instagram,Regina,Mobile,Saskatchewan,l.instagram.com,2023-08-19,1,1,0,0,0
Social,Facebook,Old Forge,Mobile,New York,m.facebook.com,2023-08-10,1,1,1,0,1
Social,Instagram,Regina,Mobile,Saskatchewan,l.instagram.com,2023-09-09,1,1,0,0,0
Social,Facebook,Show Low,Mobile,Arizona,m.facebook.com,2023-07-11,1,1,0,0,0
Social,Instagram,Baytown,Mobile,Texas,l.instagram.com,2023-07-20,1,1,0,0,0
Social,Facebook,Calexico,Mobile,California,m.facebook.com,2023-08-10,1,1,0,0,0
Social,Instagram,Blackfoot,Mobile,Idaho,l.instagram.com,2023-07-27,1,1,0,0,0
Social,Facebook,Jamestown,Mobile,New York,m.facebook.com,2023-07-13,1,1,0,0,0
Social,Instagram,Blackfoot,Mobile,Idaho,instagram.com,2023-09-08,1,1,0,0,0
Social,Facebook,Leawood,Mobile,Kansas,m.facebook.com,2023-09-23,1,1,0,0,0
Social,Instagram,Harlan,Mobile,Iowa,instagram.com,2023-09-14,1,1,0,0,0
Social,Facebook,Stevens Point,Mobile,Wisconsin,m.facebook.com,2023-09-28,1,1,0,0,0
Social,Instagram,Spring Green,Mobile,Wisconsin,l.instagram.com,2023-09-29,1,1,0,0,0
Social,Facebook,Eagle,Mobile,Idaho,m.facebook.com,2023-07-20,1,1,0,0,0
Social,Instagram,Reno,Mobile,Texas,l.instagram.com,2023-09-20,1,1,1,0,0
Social,Facebook,Muncie,Mobile,Indiana,m.facebook.com,2023-07-21,1,1,0,0,0
Social,Instagram,Reno,Mobile,Texas,www.instagram.com,2023-08-18,1,1,1,1,0
Social,Facebook,Hemlock,Mobile,Michigan,l.facebook.com,2023-09-05,1,1,0,0,0
Social,Instagram,Reno,Mobile,Nevada,l.instagram.com,2023-09-28,1,1,0,0,0
Social,Facebook,Del Valle,Mobile,Texas,m.facebook.com,2023-09-28,1,1,0,0,0
Social,Instagram,Reno,Mobile,Nevada,l.instagram.com,2023-08-24,1,1,0,0,0
Social,Facebook,San Benito,Mobile,Texas,l.facebook.com,2023-09-02,1,1,0,0,0
Social,Instagram,Reno,Mobile,Nevada,l.instagram.com,2023-09-11,1,1,0,0,0
Social,Facebook,Jamestown,Mobile,New York,m.facebook.com,2023-08-04,1,1,0,0,0
Social,Instagram,Irvington,Mobile,New York,l.instagram.com,2023-09-29,1,1,0,0,0
Social,Facebook,Toronto,Mobile,Ontario,m.facebook.com,2023-08-16,1,1,0,1,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-09-22,1,1,0,0,0
Social,Facebook,Brillion,Mobile,Wisconsin,m.facebook.com,2023-08-12,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-07-18,1,1,0,0,0
Social,Facebook,Toronto,Mobile,Ontario,m.facebook.com,2023-08-18,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-09-09,1,1,0,0,0
Social,Facebook,Regina,Mobile,Saskatchewan,lm.facebook.com,2023-08-11,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-08-17,1,1,0,0,0
Social,Facebook,Toronto,Mobile,Ontario,m.facebook.com,2023-09-28,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-08-29,1,1,0,0,0
Social,Facebook,American Fork,Mobile,Utah,m.facebook.com,2023-08-10,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-09-16,1,1,0,0,0
Social,Facebook,Toronto,Mobile,Ontario,lm.facebook.com,2023-07-13,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-08-18,1,1,1,1,1
Social,Facebook,Clearwater,Mobile,Florida,m.facebook.com,2023-09-06,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-07-07,1,1,0,0,0
Social,Facebook,Toronto,Desktop,Ontario,l.facebook.com,2023-07-18,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-09-21,1,1,0,0,0
Social,Facebook,Harleysville,Tablet,Pennsylvania,m.facebook.com,2023-08-15,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-07-20,1,1,0,0,0
Social,Facebook,San Francisco,Mobile,California,m.facebook.com,2023-08-27,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-09-25,1,1,0,0,0
Social,Facebook,Edmonds,Mobile,Washington,m.facebook.com,2023-08-10,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-07-28,1,1,0,0,0
Social,Facebook,San Francisco,Mobile,California,m.facebook.com,2023-09-22,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-09-30,1,1,0,0,0
Social,Facebook,Astoria,Mobile,Oregon,m.facebook.com,2023-09-06,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-07-23,1,1,0,0,0
Social,Facebook,San Francisco,Mobile,California,m.facebook.com,2023-07-22,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-09-07,1,1,0,0,0
Social,Facebook,Clearwater,Mobile,Florida,m.facebook.com,2023-08-18,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-07-18,1,1,0,0,0
Social,Facebook,San Francisco,Mobile,California,m.facebook.com,2023-08-10,1,1,0,0,0
Social,Facebook,Indianapolis,Mobile,Indiana,m.facebook.com,2023-09-29,1,1,0,1,0
Social,Facebook,Litchfield Park,Mobile,Arizona,m.facebook.com,2023-09-02,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-09-29,1,1,0,0,0
Social,Facebook,San Francisco,Mobile,California,m.facebook.com,2023-09-19,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-07-10,1,1,0,0,0
Social,Facebook,Mount Washington,Mobile,Kentucky,m.facebook.com,2023-09-08,1,1,1,1,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-08-20,1,1,0,0,0
Social,Facebook,San Francisco,Mobile,California,m.facebook.com,2023-07-18,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,l.instagram.com,2023-09-14,1,1,0,1,0
Social,Facebook,Daytona Beach,Mobile,Florida,m.facebook.com,2023-07-07,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,www.instagram.com,2023-09-27,1,1,0,1,0
Social,Facebook,San Francisco,Mobile,California,l.facebook.com,2023-09-10,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,www.instagram.com,2023-08-04,1,1,0,0,0
Social,Facebook,Rockaway,Mobile,New Jersey,m.facebook.com,2023-09-25,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,www.instagram.com,2023-09-28,1,1,0,1,0
Social,Facebook,East Aurora,Mobile,New York,m.facebook.com,2023-09-09,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,instagram.com,2023-09-10,1,1,1,1,1
Social,Facebook,Lyons,Mobile,Illinois,m.facebook.com,2023-09-14,1,1,0,0,0
Social,Instagram,Phoenix,Mobile,Arizona,instagram.com,2023-09-12,1,1,0,0,0
Social,Facebook,East Aurora,Mobile,New York,m.facebook.com,2023-09-27,1,1,0,0,0
Social,Facebook,Ossining,Mobile,New York,m.facebook.com,2023-09-20,1,1,0,0,0
Social,Facebook,Lake Ariel,Mobile,Pennsylvania,m.facebook.com,2023-08-16,1,1,0,0,0
